conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1983513212038644054,2025-11-01 17:20:22+00:00,1,@nadhifrachma @fluffy_shi @cucijemurpake Nanti gue cari serius pake zotero kalo buka laptop tapi sesimple search how to deal with pick eater child bisa ngasih gambaran apa langkah yg bisa dilakuin. Dipaksa makan makanan mbg yg bahkan mereka ga minta pas ga dimakan malah dihujat ga bersyukur jelas bkn solusi,1984671873209360649,,nadhifrachma,in,,0,1,0,https://x.com/undefined/status/1984671873209360649,1799329015007973376,
1984672072384332256,2025-11-01 17:21:10+00:00,0,Yang milih Prabowo-Gibran kemarin dosa korban MBG kalian yang nanggung ya. Jangan bilang kalian gak tau mereka berdua bakal bikin Indonesia berantakan; karena itu tandanya antara kalian bohong atau emang bego.,1984672072384332256,,,in,,0,0,0,https://x.com/undefined/status/1984672072384332256,140732977,
1984670812293726340,2025-11-01 17:22:09+00:00,0,pas sampai rumah udah ga bisa dimakan (basi) 3. Dibawa ke rumah pun ga ada yg mau makan ortu lbh milih makan masakannya sendiri begitu juga dgn saudara2nya 4. Byk orang2 di sekitar rumah saya yg berpenghasilan 300k-500k perbulan merasa kalau msakan MBG jg bs mreka buat sendiri,1984672319424651756,,Astearsgoby7,in,,0,1,0,https://x.com/undefined/status/1984672319424651756,1331066271908052992,
1984523854509981813,2025-11-01 17:26:26+00:00,0,@kompascom Ini nih kalau ada pemain MBG yg diduga tidak taat pada yayasan . Langsung dihabisi penguasa,1984673400254841284,,kompascom,in,,0,0,0,https://x.com/undefined/status/1984673400254841284,1327781661723959296,
1984623227625488771,2025-11-01 17:27:00+00:00,0,@qwertoos setara mbg,1984673540084506970,,qwertoos,in,,0,0,0,https://x.com/undefined/status/1984673540084506970,1249238848300695555,
1984673703482073576,2025-11-01 17:27:39+00:00,0,POV mbak mawar dikasih MBG sama @ime_indonesia,1984673703482073576,,,in,,0,0,0,https://x.com/undefined/status/1984673703482073576,1693119693824126977,
1984674331864302017,2025-11-01 17:30:08+00:00,3,sumpah weh laper banget mbg juga gw makan kayaknya kalo jam segini,1984674331864302017,,,in,,0,1,1,https://x.com/undefined/status/1984674331864302017,1131609015136374784,
1984675276106960978,2025-11-01 17:36:41+00:00,0,mandi in medan means manis dingin.... teh es.... estehhh ️️️ abis makan mbg dibeliin mandiiii skrg batuknya menggelegar satu rumah,1984675979378508208,,levvitg,in,,0,0,0,https://x.com/undefined/status/1984675979378508208,1361237821692895233,
1984101285843628338,2025-11-01 17:36:48+00:00,0,@randomable_ Ini kalo enggak yg buat berita TERMUL atau pegelola MBG yg TERMUL...,1984676009866883243,,randomable_,in,,0,0,0,https://x.com/undefined/status/1984676009866883243,1951489842296266754,
1984676703948718120,2025-11-01 17:39:34+00:00,1,MBG tepat sasaran #mbglawanstunting #mbgindonesia #mbgtepatsasaran #mbgsejutamanfaat https://t.co/jwKcfY18Na,1984676703948718120,https://pbs.twimg.com/media/G4r87uGbQAMTWK7.jpg,,in,,0,0,0,https://x.com/undefined/status/1984676703948718120,2497834344,
1984676794243695033,2025-11-01 17:39:55+00:00,0,sorry to say program mbg itu ada (alias dilaksanain) aja sbnrnya udh aneh anak2 tuh mostly picky eater. klo ga nafsu ya ga dimakan. bawa pulang? ya sebagian org gamau ribet bawa2 makanan. sayangnya program ini ga bener2 dipertimbangin dr sisi negatifnya.,1984676794243695033,,,in,,0,0,0,https://x.com/undefined/status/1984676794243695033,1303710823374675970,
1984676829421298026,2025-11-01 17:40:04+00:00,1,Dapur mbg seluruh Indonesia kini terawasi lewat video terintegrasi #mbglawanstunting #mbgindonesia #mbgtepatsasaran #mbgsejutamanfaat https://t.co/qbnjyWBmE1,1984676829421298026,https://pbs.twimg.com/media/G4r9DGZbQAAC7Lx.jpg,,in,,0,0,0,https://x.com/undefined/status/1984676829421298026,2497834344,
1984676910736224527,2025-11-01 17:40:23+00:00,1,Program mbg jadi langkah strategis bangun generasi sehat #mbglawanstunting #mbgindonesia #mbgtepatsasaran #mbgsejutamanfaat https://t.co/egwHKkVCNw,1984676910736224527,https://pbs.twimg.com/media/G4r9H5qbQAMk_rG.jpg,,in,,0,0,0,https://x.com/undefined/status/1984676910736224527,2497834344,
1984676985772347415,2025-11-01 17:40:41+00:00,1,Kepala mbg dapat nilai 8 dari Prabowo Subianto berkat penyaluran mbg #mbglawanstunting #mbgindonesia #mbgtepatsasaran #mbgsejutamanfaat https://t.co/bZu2jKvoH1,1984676985772347415,https://pbs.twimg.com/media/G4r9MXYbAAEsbK5.jpg,,in,,0,0,0,https://x.com/undefined/status/1984676985772347415,2497834344,
1984591287819845870,2025-11-01 17:43:04+00:00,0,@sbyfess Coba dapur mbg aja,1984677586577064196,,sbyfess,in,,0,1,0,https://x.com/undefined/status/1984677586577064196,1010291221766406144,
1983513212038644054,2025-11-01 17:46:36+00:00,0,@cucijemurpake bungkus? bawa pulang? wkwk sekeluarga mati keracunan. MBG Program Tolol!,1984678474058252391,,cucijemurpake,in,,0,0,0,https://x.com/undefined/status/1984678474058252391,1785291116579049472,
1984661976044487128,2025-11-01 17:47:11+00:00,0,@chococoffea Mau dibagi buat dapur mbg bang,1984678619722211686,,chococoffea,in,,0,0,0,https://x.com/undefined/status/1984678619722211686,307160891,
1984538903898898836,2025-11-01 17:48:40+00:00,0,@RFahmyYahya @txtdrimedia Ya kalau tiap sekolah di beri porsi untuk menyediakan MBG bagi siswa nya sendiri lahannya pasti cukup dan makanannya lebih terkontrol,1984678993820598546,,RFahmyYahya,in,,0,0,0,https://x.com/undefined/status/1984678993820598546,1566572152253718528,
1984679761378230717,2025-11-01 17:51:43+00:00,8,AKI/AKB masuk jd target RPJMN sedangkan MBG yg dihitung cuma cakupan penerima layanan. Entah siapa yg salah ku tak tahu....,1984679761378230717,,,in,,0,0,5,https://x.com/undefined/status/1984679761378230717,711236472301592576,
1984485555053478307,2025-11-01 18:02:18+00:00,0,@hang_jebbat @ARSIPAJA Kan programnya hamburkan duit negara untuk kesejahteraan meteka bkn krn anak2 kita kurang makan malah setelah ada mbg anak2 kursng gizi krn kita percaya nerhizi. Ironosemang megri ini.,1984682426040533495,,hang_jebbat,in,,0,0,0,https://x.com/undefined/status/1984682426040533495,985152391774285824,
1984432755195679066,2025-11-01 18:03:11+00:00,1,@saltchiese @worksfess iyala mbg di jor2in tuh duitnya sisanya ngap2an,1984682648288329898,,saltchiese,in,,0,0,0,https://x.com/undefined/status/1984682648288329898,1109364275988975618,
1983183441194828228,2025-11-01 18:04:25+00:00,0,@LatterstoAster @BaseBDG Kejadian ditempat saya 7 anak keracunan namun setelah di cek dan ditelusuri 1. 2 diantara 7 anak tersebut tidak makan yang disediakan program mbg 2. Hasil tes laborat untuk mbg dan jajanan sekitar sekolahan juga negatif Terus masih mau menyalahkan program mbg?,1984682956305416347,,LatterstoAster,in,,0,0,0,https://x.com/undefined/status/1984682956305416347,255023384,
1984667404690210938,2025-11-01 18:05:39+00:00,0,@shiyiershier maaf oot mbg kolaborasi sama india kek gini apa ya https://t.co/Jh4ZYYGWrl,1984683270022578261,https://pbs.twimg.com/media/G4sC6oGaYAAX3vq.jpg,shiyiershier,in,,1,0,0,https://x.com/undefined/status/1984683270022578261,1502967884938502145,
1984683354160316917,2025-11-01 18:05:59+00:00,0,MBG... MBG... Pelecehan buat orang tua krn kamu2 semua dianggap tidak mampu kasih makan anakmu.,1984683354160316917,,,in,,0,0,0,https://x.com/undefined/status/1984683354160316917,985152391774285824,
1984103160944939465,2025-11-01 18:07:19+00:00,0,@radifalfian_ @prabowo &gt; Program MBG justru membuka akses makan bergizi untuk jutaan pelajar di daerah. Masalah di lapangan jadi bahan evaluasi bukan alasan untuk berhenti. Pemerintah fokus memperbaiki pelaksanaan bukan menyerah di tengah jalan. 🇮🇩 #MBG #PrabowoGibran,1984683689369092333,,radifalfian_,in,,1,0,0,https://x.com/undefined/status/1984683689369092333,2884083270,
1984684893998309863,2025-11-01 18:12:07+00:00,0,Menanti downfallnya program MBG,1984684893998309863,,,in,,0,0,0,https://x.com/undefined/status/1984684893998309863,1049289314566209538,
1984685622737727858,2025-11-01 18:15:00+00:00,0,haters mbg kolab sama india ,1984685622737727858,,,in,,0,4,1,https://x.com/undefined/status/1984685622737727858,1502967884938502145,
1984685280956465666,2025-11-01 18:17:08+00:00,0,@poryxyk MBG = Mambu Bacin Glepung iki YAALLAHHHH NJEJENI AKU..... HUEKKK,1984686158673240192,,poryxyk,in,,0,2,0,https://x.com/undefined/status/1984686158673240192,355333179,
1984686565118169394,2025-11-01 18:18:45+00:00,1,MBG belajar dari India Guru bahasa Inggris dari Selandia Baru Mau bahasa Portugal diajarkan di sekolah. Trus teriak antek asing. Kok kayaknya agak gimana ya? https://t.co/pmvUGb3NHc,1984686565118169394,https://pbs.twimg.com/media/G4sF6AMbQAAArYk.jpg,,in,,0,0,0,https://x.com/undefined/status/1984686565118169394,239712409,
1984538903898898836,2025-11-01 18:21:09+00:00,0,@txtdrimedia Repot amat ngurusin MBG. Kyk 2030 bakalan lanjut aja MBG nya ,1984687168217104684,,txtdrimedia,in,,0,0,0,https://x.com/undefined/status/1984687168217104684,1871231835906465792,
1984687640655065135,2025-11-01 18:23:01+00:00,0,MBG = Mambu Bekas Gombal Nyoh nek arep mangan kon kei aku 1 juta juga aku EMOH BANGETTTT HUEK,1984687640655065135,,,in,,0,1,0,https://x.com/undefined/status/1984687640655065135,355333179,
1984685280956465666,2025-11-01 18:23:51+00:00,0,@poryxyk Kamu flish udah malem tidur jangan mikirin MBG takut kebawa mimpi,1984687848080228519,,poryxyk,in,,0,1,0,https://x.com/undefined/status/1984687848080228519,355333179,
1984685622737727858,2025-11-01 18:23:57+00:00,0,@poryxyk Tp katanya MBG mereka bagus,1984687875817160908,,poryxyk,in,,0,1,0,https://x.com/undefined/status/1984687875817160908,1478027625234776066,
1984685280956465666,2025-11-01 18:27:20+00:00,0,@poryxyk Ingfokan kalo mimpi makan MBG India,1984688725096636757,,poryxyk,in,,0,0,0,https://x.com/undefined/status/1984688725096636757,355333179,
1984690230923051307,2025-11-01 18:33:19+00:00,1,Penenang TL disaat rame MBG lopyu Gege,1984690230923051307,,,in,,0,1,0,https://x.com/undefined/status/1984690230923051307,355333179,
1984664390508167357,2025-11-01 18:35:02+00:00,0,@miziisva Jujur yh keknya klo ak gen alpha dan kebagian mbg umurku ga panjang by payah banget nih perut ternyata malu2in aje.,1984690661342486857,,miziisva,in,,0,0,0,https://x.com/undefined/status/1984690661342486857,1117395673828093952,
1984686379545383189,2025-11-01 18:38:38+00:00,0,@manzexy1 0% tampang tampang penikmat mbg,1984691569585533046,,manzexy1,in,,0,1,0,https://x.com/undefined/status/1984691569585533046,1655733336260894720,
1984691709805252688,2025-11-01 18:39:12+00:00,0, Mungkin di Dunia mereka aman tapi orang Indonesia pada beragama. Kita ketemu di akhirat kalaupun dosa dosa MBG ini ga selesai di Dunia. Banyak yg bilang gt tp apakah akan mengubah mereka?,1984691709805252688,,,in,,0,0,0,https://x.com/undefined/status/1984691709805252688,905306677636763648,
1984692226707112041,2025-11-01 18:41:15+00:00,0, mbg sukses pak sukses bikin anak org keracunan. https://t.co/hoHGpj4zfI,1984692226707112041,https://pbs.twimg.com/media/G4sLDwcbQAAe9Ma.jpg,,in,,0,0,0,https://x.com/undefined/status/1984692226707112041,821843375259123712,
1984692896709427527,2025-11-01 18:43:55+00:00,0,mbg itu lho dibenerin dulu?!?!!! ,1984692896709427527,,,in,,0,0,0,https://x.com/undefined/status/1984692896709427527,550845166,
1984545990440038827,2025-11-01 18:44:29+00:00,1,@BuraiYami curi mbg @ryomenv @zjeref @nisinohya @aquarjus @minhwoe,1984693039600996670,,BuraiYami,in,,0,0,0,https://x.com/undefined/status/1984693039600996670,1802014700814893056,
1984488571840111032,2025-11-01 18:44:36+00:00,0,@txtdrimedia Wkwk Yang menggagas MBG pas kampanye juga ga tau malu kalo soal beginian. Bodoh.,1984693069191790662,,txtdrimedia,in,,0,0,0,https://x.com/undefined/status/1984693069191790662,1444470949647028227,
1984693498411659514,2025-11-01 18:46:18+00:00,0,susu mbg terbuat dari apa dah,1984693498411659514,,,in,,0,0,0,https://x.com/undefined/status/1984693498411659514,1604402660865474561,
1984496315355841022,2025-11-01 18:47:26+00:00,0,@sharpandshark Kan bisa stop MBG 1 tahun bisa tuh buat bayar woosh,1984693782026338684,,sharpandshark,in,,0,0,0,https://x.com/undefined/status/1984693782026338684,1542439103836217350,
1984694051334140115,2025-11-01 18:49:08+00:00,0,kata aku si mbg mbg itu sih dihentiin itu uang dri mana mana aja anjrittt ppk emg kontoll,1984694211015590032,,sygmengg,in,,0,0,0,https://x.com/undefined/status/1984694211015590032,1252914363020636162,
1984694858544718160,2025-11-01 18:51:42+00:00,0,Pak Abe yg di daerah luar Jabodetabek + ibukota prov di Jawa dong. 12k/jam masa sebulan cuma jadi 300rebu? Eyang @prabowo siapa tau lagi bosen bahas MBG yang keracunan terus itu. https://t.co/2p19xH8pHD,1984694858544718160,https://pbs.twimg.com/media/G4sNdLLbQAMXHum.jpg,,in,,0,0,0,https://x.com/undefined/status/1984694858544718160,1213040184243023872,
1984689823433834546,2025-11-01 18:51:58+00:00,0,@poryxyk Ingatlah bahwa ak haters no 1 MBG itu,1984694924181454925,,poryxyk,in,,0,1,0,https://x.com/undefined/status/1984694924181454925,355333179,
1984488571840111032,2025-11-01 18:54:49+00:00,0,@munutursenja @txtdrimedia Ya benar. Hampir 700 siswa dari dua sekolah di Gunungkidul Yogyakarta mengalami gejala keracunan usai menyantap menu MBG pada 28 Oktober lalu. Penyebab utama diduga higienitas dapur yang bermasalah meski investigasi masih berlangsung. Program ini memang menuai sorotan karena,1984695643563311268,,munutursenja,in,,0,0,0,https://x.com/undefined/status/1984695643563311268,1720665183188922368,
1984697498355843429,2025-11-01 19:04:21+00:00,0,knp byk dibuang ya berarti karna salah sasaran sekolah gasih.. di dom gw aja sekolah elite yg isinya anak pejabat ttp dpt pdhl bekal mrk aja mungkin bisa setara mbg seminggu....... gw ga terlalu keep up sm details politic sih gw kira mbg emang ke sekolah yg butuh bgt aja...,1984698039383277967,,seealed,in,,0,0,0,https://x.com/undefined/status/1984698039383277967,1721880714629840896,
1984698580398194896,2025-11-01 19:06:30+00:00,0,Cah sekolah saiki syarat lulus kudu iso survive teko keracunan mbg ckckckck,1984698580398194896,,,in,,0,0,0,https://x.com/undefined/status/1984698580398194896,1381975855002357761,
1984700137382559987,2025-11-01 19:12:41+00:00,1,.... kalian nih ngapain anak2 kecil itu... 700 siswa bukan angka doang.. banyak sekali loh itu :(( pls demi apaaa kasian bgt korban mbg udah sebanyak separah ini tapi masih blm diberhentikan loh..,1984700137382559987,,,in,,0,1,0,https://x.com/undefined/status/1984700137382559987,1437755360660451341,
1984701045541650563,2025-11-01 19:16:17+00:00,0,Wamenkop Bakal Dorong Kopdes Merah Putih Terlibat Aktif di Program MBG https://t.co/xtprKr8yMP,1984701045541650563,,,in,,0,0,0,https://x.com/undefined/status/1984701045541650563,1012174601055449088,
1984553537985265828,2025-11-01 19:17:16+00:00,0,@Ary_PrasKe2 proyek proyek.... manipulasi nampan MBG. Besarnya anggaran MBG meggoda niat untuk diserap serap habiskan anggaran.,1984701291977982420,,Ary_PrasKe2,in,,0,0,0,https://x.com/undefined/status/1984701291977982420,1116882263185088513,
1984300546228953590,2025-11-01 19:27:38+00:00,0,@Unkonek0 @everynay6 Masalahnya para pendukung pas pilpres kmrn sdh dijanjiin program MBG yg banyak celah buat dapetin cuan,1984703899341935070,,Unkonek0,in,,0,0,0,https://x.com/undefined/status/1984703899341935070,1470497243694350337,
1984470456129196204,2025-11-01 19:45:20+00:00,0,@ARSIPAJA Mbg untuk buruh karyawan guru dan dosen masih bisa terkonsumsi tanpa ada yang terbuang dalam jumlah besar kalau untuk pelajar mulai tk sd smp sma jelas banyak yang terbuang apalagi jika tidak boleh dibawa pulang ke rumah mbgnya.,1984708355169177970,,ARSIPAJA,in,,0,0,0,https://x.com/undefined/status/1984708355169177970,417507715,
1984509457796382990,2025-11-01 19:47:43+00:00,4,@KangManto123 MBG 300T per taon bro Hutang Kereta cepat 100T kata nya gak bayar make APBN . Puasa MBG 6 bulan udah lunas itu kereta cepat. 1 taon ga ada MBG bisa sampe Surabaya itu jalur kereta cepat ,1984708955759841740,,KangManto123,in,,0,3,0,https://x.com/undefined/status/1984708955759841740,1949562317701783552,
1984711216888234145,2025-11-01 19:56:42+00:00,0,Masih kalah sama PJ MBG,1984711216888234145,,,in,,0,0,0,https://x.com/undefined/status/1984711216888234145,1979161053608247296,
1984154027802948025,2025-11-01 20:03:14+00:00,0,@ecommurz MBG layak dihentikan karena sudah banyak korban tapi harus ada solusi untuk pegawai sppg nya yang bisa kehilangan pekerjaan jika mbgnya dihentikan,1984712860505895056,,ecommurz,in,,0,0,0,https://x.com/undefined/status/1984712860505895056,417507715,
1984546454317171181,2025-11-01 20:13:25+00:00,0,@AntiWokeMemes Muak bgt sm konten mbg ibu2 bule yg bikin makanan gk bergizi gini,1984715420277096698,,AntiWokeMemes,in,,0,0,0,https://x.com/undefined/status/1984715420277096698,2661022033,
1984440258021208317,2025-11-01 20:15:50+00:00,4,@ikannilam @ARSIPAJA Namun di pemerintahan oposisi2 sungguh2 sgt minim. Bahkan presidenpun KICEP hp dipegang TEDDY. And always igonore contoh korban MBG. Nyawa bagi mereka hanyalah angka,1984716030527328761,,ikannilam,in,,0,0,0,https://x.com/undefined/status/1984716030527328761,1312158865476087808,
1984717804852166828,2025-11-01 20:22:53+00:00,0,Golll MBG,1984717804852166828,,,in,,0,0,0,https://x.com/undefined/status/1984717804852166828,1538089825,
1984704495780044913,2025-11-01 20:23:18+00:00,0,@IceLover___ MBG brings reliability,1984717910670024779,,IceLover___,in,,0,0,0,https://x.com/undefined/status/1984717910670024779,1478436991851237376,
1984720852727083009,2025-11-01 20:35:56+00:00,0,@SeputarMadrid Trio MBG (Mbappe Bellingham Guler) ,1984721087666799045,,SeputarMadrid,in,,0,0,0,https://x.com/undefined/status/1984721087666799045,1234186243,
1984721830234767400,2025-11-01 20:41:33+00:00,0,@ouiceans trio mbg,1984722502627836190,,401miles,in,,0,1,0,https://x.com/undefined/status/1984722502627836190,1536998467029315586,
1984724195637674220,2025-11-01 20:48:17+00:00,0,Mending kasih uang lebih buat makan anak dah daripada makin siang mbg,1984724195637674220,,,in,,0,0,0,https://x.com/undefined/status/1984724195637674220,1741534066237943808,
1984727291126292724,2025-11-01 21:00:35+00:00,1,Lagi dan lagi stress gua sialan anjinkkkk mslh MBG gak kelar² ngentoddd akhhh BGN anjrit dosen gua S2 dan S3 sama udh ada gelar profesi Rd bnyk sialan knp ngambil dari orng yg gada background Gizi sih sialan fuck you shibal Trus ga logis 1 ahli gizi buat menu 1000 porsi tolol,1984727291126292724,,,in,,0,0,0,https://x.com/undefined/status/1984727291126292724,944627390591811584,
1983171142488871290,2025-11-01 21:11:08+00:00,75,@mkusumawijaya 1 hari anggaran MBG bisa elektrifasi jalur ka sejauh 50 km lebih,1984729945118237127,,mkusumawijaya,in,,0,1,11,https://x.com/undefined/status/1984729945118237127,1658097374550691840,
1984732090055999693,2025-11-01 21:19:39+00:00,0,Ratusan TUMBANG diberbagai daerah karena MBG ! Mana suara bajer bisul pendengung MBG? Mana suara si peak @corbuzier ? Mana kata MAAF dari otak MBG @prabowo ?,1984732090055999693,,,in,,0,0,0,https://x.com/undefined/status/1984732090055999693,1165900976286388224,
1984442649042907578,2025-11-01 21:23:10+00:00,0,@boylahmzeeee @multibank_io MBG is great,1984732975246737828,,boylahmzeeee,in,,0,0,0,https://x.com/undefined/status/1984732975246737828,1116366498275237891,
1984554385373032606,2025-11-01 22:32:18+00:00,1,@hamas191 Untuk proyek yg bakal jadi tai aja bela2in ngutang apalagi ini gak seeh ? Demi MBG Negara Mengandalkan Utang? - https://t.co/HHdsaF5neV https://t.co/SvDi98AcTz,1984750374411255824,,hamas191,in,,0,0,0,https://x.com/undefined/status/1984750374411255824,904613821574144005,
1984300546228953590,2025-11-01 22:45:10+00:00,1,@dolcegust0 @atma_kpm @everynay6 Anak ku dapat MBG di PAUD ayam tepung tepungnya keras bgt ‍↕️ tau keras kenapa karna dibawa pulang . Dah gt gak pke ompreng di tempat PAUD anakku pakai thinwall tp akusi bagus aja pake thinwall drpd ompreng blm tentu bersih. 2x dapet menunya sama aja gak beda. https://t.co/4ZNKpWOuTO,1984753610501341564,https://pbs.twimg.com/media/G4tC437bQAQHEE7.jpg,dolcegust0,in,,0,2,0,https://x.com/undefined/status/1984753610501341564,1745120163283005440,
1984159068437844371,2025-11-01 22:45:59+00:00,0,@randomable_ Katanya UMKM rakyat yg diberdayakan lewat program MBG ini ternyata oh ternyata UMKM parcok dan Parjo yang sgt amat diberdayakan. Pengkhianat kepercayaan rakyat!!!,1984753818681369044,,randomable_,in,,0,0,0,https://x.com/undefined/status/1984753818681369044,1709419397021093888,
1984756221455581490,2025-11-01 22:55:32+00:00,1,Mbg sisa itu kasih aja ke pajabat2. Biar ngga mubazir juga kan ️,1984756221455581490,,,in,,0,0,0,https://x.com/undefined/status/1984756221455581490,1380872635219730432,
1984757503113249183,2025-11-01 23:00:38+00:00,0,Perpusnas Siapkan Bahan Bacaan tentang Gizi untuk Dukung Literasi Lewat MBG https://t.co/p5mzO0akr4,1984757503113249183,,,in,,0,0,0,https://x.com/undefined/status/1984757503113249183,388190238,
1984243032158589277,2025-11-01 23:01:00+00:00,0,@Roebanie Susah aja makan nye over standar MBG cukkkk,1984757594360332721,,Roebanie,in,,0,0,0,https://x.com/undefined/status/1984757594360332721,1758470098623553538,
1984758960805867634,2025-11-01 23:06:25+00:00,0,Pa Presiden @prabowo kasus-kasus siswa keracunan makanan MBG di berbagai daerah prtanda pelaksana program MBG berorientasi pd keuntungan besar hingga abaikan manfaat pd siswa. Seharusnya diganti dgn program bantuan uang tunai langsung penyediaan bahan MBG pd keluarga tdk mampu,1984758960805867634,,,in,,0,1,0,https://x.com/undefined/status/1984758960805867634,381953222,
1984476955937554907,2025-11-01 23:07:05+00:00,0,@salam4jari Arap maklum polisi sibuk ngurus MBG dan pangan,1984759127252615214,,salam4jari,in,,0,0,0,https://x.com/undefined/status/1984759127252615214,985703210,
1984758960805867634,2025-11-01 23:07:11+00:00,0,@prabowo Pa Presiden @prabowo kasus-kasus siswa keracunan makanan MBG di berbagai daerah prtanda pelaksana program MBG berorientasi pd keuntungan besar hingga abaikan manfaat pd siswa. Seharusnya diganti dgn program bantuan uang tunai langsung penyediaan bahan MBG pd keluarga tdk mampu,1984759152502325467,,RkytJlata,in,,0,0,0,https://x.com/undefined/status/1984759152502325467,381953222,
1984759299009347871,2025-11-01 23:07:46+00:00,1,MBG banyak mudharatnya daripada baiknya ... Jadi gimana hukumnya ini?,1984759299009347871,,,in,,0,0,0,https://x.com/undefined/status/1984759299009347871,1165900976286388224,
1984759508196081956,2025-11-01 23:08:36+00:00,0,jadi keinget semalem ponakan gue cerita doi dapet mbg 2 kali di sekolah 1 dimakan 1 lagi dibawa ke rumah. gue tanya kok dapet 2 dia juga bingung :( tapi dia picky eater makanan yang dibawa ga dimakan dan akhirnya ditaro kulkas,1984759508196081956,,,in,,0,0,0,https://x.com/undefined/status/1984759508196081956,1310175326962556929,
1984440098914709652,2025-11-01 23:10:53+00:00,2,@Mdy_Asmara1701 Lebih suka yg jorok2 kayaknya krn ada ulat di MBG pun bilangnya berprotein tinggi,1984760082454970880,,Mdy_Asmara1701,in,,0,0,2,https://x.com/undefined/status/1984760082454970880,1938076244492619777,
